label,text
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İmar ve Şehircilik Müdürlüğü,"Merhaba, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Yeni alımlar hakkında bilgiye ulaşamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Belediyeye iletmek istiyorum: Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Mali Hizmetler Müdürlüğü,Online ödeme sisteminde borç gözükmüyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Su ve Kanalizasyon Müdürlüğü,"Ana boru patladı, sokak sular altında kaldı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Temizlik İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Resmi itiraz dilekçeme hala yanıt verilmedi. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediyede eğitim seminerleri artırılmalı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Randevu sistemine giriş yapılamıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Mali Hizmetler Müdürlüğü,"Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,"Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Fen İşleri Müdürlüğü,"Sayın yetkili, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Kadınlara yönelik atölye çalışmaları artırılmalı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Riskli yapı olarak bildirilen bina hâlâ boşaltılmadı. Gerekli kontrollerin yapılmasını rica ediyoruz.
Su ve Kanalizasyon Müdürlüğü,"Su sayaçları bozuk, fatura çok yüksek geldi. Sürekli ertelenen bu sorun artık kronik hale geldi."
Su ve Kanalizasyon Müdürlüğü,"Su sayaçları bozuk, fatura çok yüksek geldi. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Park ve Bahçeler Müdürlüğü,"Merhaba, Çimler uzun süredir biçilmiyor, park bakımsız halde. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Sayın yetkili, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Yağmur sonrası rögarlar taştı, yollarda su birikti. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Geçmiş borç bilgilerine ulaşamıyorum. Gerekli kontrollerin yapılmasını rica ediyoruz.
Sosyal Yardım İşleri Müdürlüğü,Yaşlı annem için evde bakım desteği talep ediyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Veteriner İşleri Müdürlüğü,Mahallemizde başıboş köpekler çocukları korkutuyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
Zabıta Müdürlüğü,"Sayın yetkili, Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Fen İşleri Müdürlüğü,"Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Belediye çalışanı vatandaşa karşı saygısız davrandı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Park ve Bahçeler Müdürlüğü,"Parkta oturacak bank yok, yaşlılar dinlenemiyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Park ve Bahçeler Müdürlüğü,"Merhaba, Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Bu konuda ivedilikle işlem yapılması bekleniyor."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Hukuk İşleri Müdürlüğü,"Merhaba, Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Fen İşleri Müdürlüğü,"Merhaba, Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Mali Hizmetler Müdürlüğü,"Belediyeye iletmek istiyorum: Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Haşere ilaçlaması düzenli yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Zabıta Müdürlüğü,"Sayın yetkili, Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Fen İşleri Müdürlüğü,"Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Gerekli kontrollerin yapılmasını rica ediyoruz."
Fen İşleri Müdürlüğü,"Merhaba, Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz.
Temizlik İşleri Müdürlüğü,Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Ana boru patladı, sokak sular altında kaldı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Temizlik İşleri Müdürlüğü,"Merhaba, Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Mahallemizde başıboş köpekler çocukları korkutuyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Kurslara kayıt olmak istiyorum ama kontenjan dolu. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Parkta oturacak bank yok, yaşlılar dinlenemiyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Kanalizasyon tıkanıklığı nedeniyle kötü koku var. Bu konuda ivedilikle işlem yapılması bekleniyor."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Gerekli kontrollerin yapılmasını rica ediyoruz."
Sosyal Yardım İşleri Müdürlüğü,Evsiz bir vatandaş haftalardır sokakta kalıyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Sosyal Yardım İşleri Müdürlüğü,"Kış ayında yakacak yardımı yapılmadı, mağdur durumdayız. Bu konuda ivedilikle işlem yapılması bekleniyor."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediye çalışanı vatandaşa karşı saygısız davrandı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Veteriner İşleri Müdürlüğü,Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Sürekli ertelenen bu sorun artık kronik hale geldi.
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Hukuk İşleri Müdürlüğü,"Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ruhsat ve Denetim Müdürlüğü,Belediyeye iletmek istiyorum: Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Mahallede su basıncı çok düşük, duş alamıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Çevre Koruma ve Kontrol Müdürlüğü,Haşere ilaçlaması düzenli yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Mahallede kimyasal atık kokusu hissediliyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz.
Mali Hizmetler Müdürlüğü,"Vergi dairesiyle bilgilerim uyuşmuyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Temizlik İşleri Müdürlüğü,"Merhaba, Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Zabıta Müdürlüğü,"Merhaba, Gece geç saatlerde açık olan işletmelerden yüksek ses geliyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Temizlik İşleri Müdürlüğü,"Merhaba, Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Ana boru patladı, sokak sular altında kaldı. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Fen İşleri Müdürlüğü,"Sayın yetkili, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Hukuk İşleri Müdürlüğü,"Merhaba, Resmi itiraz dilekçeme hala yanıt verilmedi. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,"Merhaba, Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Geçmiş borç bilgilerine ulaşamıyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Su ve Kanalizasyon Müdürlüğü,"Ana boru patladı, sokak sular altında kaldı. Sürekli ertelenen bu sorun artık kronik hale geldi."
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: E-devlet üzerinden belge alamıyorum, hata veriyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Veteriner İşleri Müdürlüğü,"Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Hukuk İşleri Müdürlüğü,Resmi itiraz dilekçeme hala yanıt verilmedi. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,"Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Sürekli ertelenen bu sorun artık kronik hale geldi."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Bilgi İşlem Müdürlüğü,"Kiosk ekranı çalışmıyor, hizmet alamadım. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Hukuk İşleri Müdürlüğü,"Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Mali Hizmetler Müdürlüğü,"Merhaba, Vergi dairesiyle bilgilerim uyuşmuyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Belediye çalışanı vatandaşa karşı saygısız davrandı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Park ve Bahçeler Müdürlüğü,"Merhaba, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
Fen İşleri Müdürlüğü,"Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Hukuk İşleri Müdürlüğü,Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
Fen İşleri Müdürlüğü,"Merhaba, Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediye çalışanı vatandaşa karşı saygısız davrandı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Belediyede eğitim seminerleri artırılmalı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Fen İşleri Müdürlüğü,"Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,Geçmiş borç bilgilerine ulaşamıyorum. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Etkinliklerin duyurusu zamanında yapılmıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Sosyal Yardım İşleri Müdürlüğü,Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Denetim raporu paylaşılmadı, bilgi almak istiyorum. Sürekli ertelenen bu sorun artık kronik hale geldi."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Kiosk ekranı çalışmıyor, hizmet alamadım. Sürekli ertelenen bu sorun artık kronik hale geldi."
